series_id,molecule_id,inchi,source_doi,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,monotonicity_flag,monotonicity_used_to_select_series
10.1016/j.jct.2009.04.005#d5#p1,mol_d2d85289da26a082,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",10.1016/j.jct.2009.04.005,298.15,298.15,0,1,1,1,False,False,False
10.1016/j.jct.2009.04.006#d1#p1,mol_d2d85289da26a082,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",10.1016/j.jct.2009.04.006,298.15,298.15,0,1,1,1,False,False,False
10.1016/j.jct.2009.04.006#d4#p1,mol_f45d44d06aa6449e,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",10.1016/j.jct.2009.04.006,298.15,298.15,0,1,1,1,False,False,False
10.1016/j.jct.2009.04.006#d7#p1,mol_55b6d752028fb5df,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,10.1016/j.jct.2009.04.006,298.15,318.15,20,3,1,1,False,False,False
10.1016/j.jct.2009.04.009#d1#p1,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",10.1016/j.jct.2009.04.009,336.9,336.9,0,1,1,1,False,False,False
10.1016/j.jct.2009.04.009#d2#p1,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",10.1016/j.jct.2009.04.009,357.5,357.5,0,1,1,1,False,False,False
10.1016/j.jct.2009.04.019#d1#p1,mol_ff573fbe94f755cf,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m0/s1",10.1016/j.jct.2009.04.019,283.5,338.4,54.9,35,14,6,True,True,False
10.1016/j.jct.2009.09.003#d2#p1,mol_7f9b9c7a996206a7,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",10.1016/j.jct.2009.09.003,268.1,311.1,43,18,6,6,True,False,False
10.1016/j.jct.2009.09.003#d4#p1,mol_c34973a2ea05dcee,"InChI=1S/C6H15N3/c7-1-4-9-5-2-8-3-6-9/h8H,1-7H2",10.1016/j.jct.2009.09.003,295.7,338.1,42.4,20,7,7,True,True,False
10.1016/j.jct.2009.09.003#d6#p1,mol_6d0e5399ac339a30,"InChI=1S/C7H17N3/c1-9-4-6-10(3-2-8)7-5-9/h2-8H2,1H3",10.1016/j.jct.2009.09.003,297.8,331.8,34,16,3,6,True,False,False
10.1016/j.jct.2009.09.003#d8#p1,mol_8b55943f32f4ccc1,"InChI=1S/C6H18N4/c7-1-3-9-5-6-10-4-2-8/h9-10H,1-8H2",10.1016/j.jct.2009.09.003,338.2,373.3,35.1,25,9,6,True,False,False
10.1016/j.jct.2009.11.010#d10#p1,mol_31620dc29144e64a,InChI=1S/C12H8N2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H,10.1016/j.jct.2009.11.010,449.964,471.96,21.996,6,2,2,False,False,False
10.1016/j.jct.2009.11.011#d14#p1,mol_bc17724b498fbfe3,InChI=1S/C13H9N/c1-2-6-11-10(5-1)9-14-13-8-4-3-7-12(11)13/h1-9H,10.1016/j.jct.2009.11.011,473.894,493.837,19.943,3,1,1,False,False,False
10.1016/j.jct.2010.01.016#d1#p1,mol_12e118695cfaacad,"InChI=1S/C7H18N2/c1-3-9(4-2)7-5-6-8/h3-8H2,1-2H3",10.1016/j.jct.2010.01.016,273.15,363.15,90,10,3,3,True,False,False
10.1016/j.jct.2010.01.016#d3#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1016/j.jct.2010.01.016,273.15,303.15,30,4,1,1,False,False,False
10.1016/j.jct.2010.04.015#d1#p1,mol_baa3c342cb3d811f,"InChI=1S/C4H11NO/c1-4(2,5)3-6/h6H,3,5H2,1-2H3",10.1016/j.jct.2010.04.015,293.29,373,79.71,9,3,3,True,False,False
10.1016/j.jct.2010.04.015#d2#p1,mol_93cfd6245e3ad68f,"InChI=1S/C5H13NO/c1-6(2)4-3-5-7/h7H,3-5H2,1-2H3",10.1016/j.jct.2010.04.015,283.15,373.1,89.95,9,2,3,False,False,False
10.1016/j.jct.2010.05.002#d12#p1,mol_65b0a8e37b1d0b65,"InChI=1S/C16H18/c1-16(2,3)15-11-9-14(10-12-15)13-7-5-4-6-8-13/h4-12H,1-3H3",10.1016/j.jct.2010.05.002,327.4,378,50.6,29,9,8,True,True,False
10.1016/j.jct.2010.05.002#d6#p1,mol_deac46acd3625ae3,"InChI=1S/C13H12/c1-11-7-9-13(10-8-11)12-5-3-2-4-6-12/h2-10H,1H3",10.1016/j.jct.2010.05.002,323.2,353.2,30,14,4,5,True,False,False
10.1016/j.jct.2010.07.008#d1#p1,mol_cdd9b2a6aac67d70,"InChI=1S/C6H15NO2/c1-7(2)3-5-9-6-4-8/h8H,3-6H2,1-2H3",10.1016/j.jct.2010.07.008,283.15,373.1,89.95,10,3,3,True,False,False
10.1016/j.jct.2010.07.014#d4#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1016/j.jct.2010.07.014,303.15,303.15,0,1,1,1,False,False,False
10.1016/j.jct.2010.12.010#d3#p1,mol_47abed7f530ce168,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,10.1016/j.jct.2010.12.010,284.92,362.88,77.96,6,3,1,False,False,False
10.1016/j.jct.2010.12.010#d4#p1,mol_47abed7f530ce168,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,10.1016/j.jct.2010.12.010,293.15,363.15,70,8,3,3,True,False,False
10.1016/j.jct.2010.12.010#d5#p1,mol_e9bda82626d344ab,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,10.1016/j.jct.2010.12.010,285.5,345.7,60.2,6,2,1,False,False,False
10.1016/j.jct.2010.12.010#d6#p1,mol_e9bda82626d344ab,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,10.1016/j.jct.2010.12.010,293.15,343.15,50,6,2,2,False,False,False
10.1016/j.jct.2010.12.010#d7#p1,mol_cdcd3722df880b7b,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,10.1016/j.jct.2010.12.010,284.84,364.78,79.94,8,3,2,True,False,False
10.1016/j.jct.2010.12.010#d8#p1,mol_cdcd3722df880b7b,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,10.1016/j.jct.2010.12.010,293.15,363.15,70,8,3,3,True,False,False
10.1016/j.jct.2011.05.004#d1#p1,mol_ea2566e6eed8815a,"InChI=1S/C6H10N2/c1-2-4-8-5-3-7-6-8/h3,5-6H,2,4H2,1H3",10.1016/j.jct.2011.05.004,279.1,341,61.9,23,8,6,True,False,False
10.1016/j.jct.2011.05.004#d2#p1,mol_e386b69d862ccfe9,"InChI=1S/C8H14N2/c1-2-3-4-6-10-7-5-9-8-10/h5,7-8H,2-4,6H2,1H3",10.1016/j.jct.2011.05.004,308.2,366.3,58.1,16,7,4,True,False,False
10.1016/j.jct.2011.05.004#d3#p1,mol_a69950d65071f1d9,"InChI=1S/C10H18N2/c1-2-3-4-5-6-8-12-9-7-11-10-12/h7,9-10H,2-6,8H2,1H3",10.1016/j.jct.2011.05.004,312.5,366.2,53.7,28,6,8,True,True,False
10.1016/j.jct.2011.05.004#d4#p1,mol_4425bf195a41c22d,"InChI=1S/C12H22N2/c1-2-3-4-5-6-7-8-10-14-11-9-13-12-14/h9,11-12H,2-8,10H2,1H3",10.1016/j.jct.2011.05.004,329.1,371.2,42.1,28,9,9,True,True,False
10.1016/j.jct.2011.05.004#d5#p1,mol_6fb93874f723608d,"InChI=1S/C14H26N2/c1-2-3-4-5-6-7-8-9-10-12-16-13-11-15-14-16/h11,13-14H,2-10,12H2,1H3",10.1016/j.jct.2011.05.004,350,380.8,30.8,18,7,5,True,True,False
10.1016/j.jct.2011.05.004#d6#p1,mol_cf369ca199c477af,"InChI=1S/C9H16N2/c1-2-3-4-5-7-11-8-6-10-9-11/h6,8-9H,2-5,7H2,1H3",10.1016/j.jct.2011.05.004,309.2,363.2,54,30,12,7,True,False,False
10.1016/j.jct.2011.05.004#d7#p1,mol_0dcdaa24497d41f8,"InChI=1S/C13H24N2/c1-2-3-4-5-6-7-8-9-11-15-12-10-14-13-15/h10,12-13H,2-9,11H2,1H3",10.1016/j.jct.2011.05.004,340.1,374.3,34.2,26,8,8,True,True,False
10.1016/j.jct.2011.05.004#d8#p1,mol_d8a68c6cf575f9d8,"InChI=1S/C15H28N2/c1-2-3-4-5-6-7-8-9-10-11-13-17-14-12-16-15-17/h12,14-15H,2-11,13H2,1H3",10.1016/j.jct.2011.05.004,358,379.1,21.1,14,4,5,False,True,False
10.1016/j.jct.2011.05.028#d16#p1,mol_a9ed353a5ccfc1d9,"InChI=1S/C7H12O2/c1-6(8)9-7-4-2-3-5-7/h7H,2-5H2,1H3",10.1016/j.jct.2011.05.028,274.1,308.4,34.3,13,3,5,True,False,False
10.1016/j.jct.2011.06.008#d10#p1,mol_449e356636794f41,InChI=1S/C7H18N2/c8-6-4-2-1-3-5-7-9/h1-9H2,10.1016/j.jct.2011.06.008,305.8,358,52.2,22,9,5,True,True,False
10.1016/j.jct.2011.06.008#d12#p1,mol_09c6576738d86b71,InChI=1S/C8H20N2/c9-7-5-3-1-2-4-6-8-10/h1-10H2,10.1016/j.jct.2011.06.008,328.2,363.1,34.9,18,5,4,True,True,False
10.1016/j.jct.2011.06.008#d14#p1,mol_07c782a462a50ac6,InChI=1S/C9H22N2/c10-8-6-4-2-1-3-5-7-9-11/h1-11H2,10.1016/j.jct.2011.06.008,318.1,365.7,47.6,26,8,7,True,True,False
10.1016/j.jct.2011.06.008#d16#p1,mol_32e4362dde7a3ed7,InChI=1S/C10H24N2/c11-9-7-5-3-1-2-4-6-8-10-12/h1-12H2,10.1016/j.jct.2011.06.008,338.15,353.15,15,17,7,4,False,True,False
10.1016/j.jct.2011.06.008#d18#p1,mol_3102cb64a36fdac1,InChI=1S/C11H26N2/c12-10-8-6-4-2-1-3-5-7-9-11-13/h1-13H2,10.1016/j.jct.2011.06.008,326.2,353.1,26.9,13,4,3,False,False,False
10.1016/j.jct.2011.06.008#d2#p1,mol_cdcd3722df880b7b,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,10.1016/j.jct.2011.06.008,278.6,338.1,59.5,13,4,4,True,False,False
10.1016/j.jct.2011.06.008#d20#p1,mol_cad807bef9abf402,InChI=1S/C12H28N2/c13-11-9-7-5-3-1-2-4-6-8-10-12-14/h1-14H2,10.1016/j.jct.2011.06.008,345.2,369,23.8,9,3,3,False,True,False
10.1016/j.jct.2011.06.008#d4#p1,mol_47abed7f530ce168,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,10.1016/j.jct.2011.06.008,300.7,345.2,44.5,14,3,5,True,False,False
10.1016/j.jct.2011.06.008#d6#p1,mol_ea8ab19c57483e79,InChI=1S/C5H14N2/c6-4-2-1-3-5-7/h1-7H2,10.1016/j.jct.2011.06.008,293.25,343.2,49.95,24,8,7,True,True,False
10.1016/j.jct.2011.06.008#d8#p1,mol_61fcafdd88a47b4b,InChI=1S/C6H16N2/c7-5-3-1-2-4-6-8/h1-8H2,10.1016/j.jct.2011.06.008,318.1,356.6,38.5,29,5,12,True,True,False
10.1016/j.jct.2011.08.009#d3#p1,mol_df36260e25a0f59a,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",10.1016/j.jct.2011.08.009,273.15,354.06,80.91,18,6,6,True,True,False
10.1016/j.jct.2011.09.006#d7#p1,mol_dbdb7860f8c41113,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",10.1016/j.jct.2011.09.006,386.48,412.16,25.68,10,3,3,False,False,False
10.1016/j.jct.2011.09.007#d9#p1,mol_478c9e57637d58f1,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3",10.1016/j.jct.2011.09.007,330.02,347.76,17.74,7,2,2,False,False,False
10.1016/j.jct.2011.09.022#d1#p1,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,10.1016/j.jct.2011.09.022,278.72,309.92,31.2,37,8,12,True,True,False
10.1016/j.jct.2011.09.022#d2#p1,mol_d256cec7b59305ff,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,10.1016/j.jct.2011.09.022,275.99,296.05,20.06,19,4,8,False,True,False
10.1016/j.jct.2011.10.001#d7#p1,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",10.1016/j.jct.2011.10.001,316.24,326.17,9.93,3,1,1,False,False,False
10.1016/j.jct.2011.11.004#d2#p1,mol_a64b8a3e542d0885,"InChI=1S/C4H12N2/c1-6-4-2-3-5/h6H,2-5H2,1H3",10.1016/j.jct.2011.11.004,276.2,303.2,27,12,4,3,False,False,False
10.1016/j.jct.2011.11.004#d4#p1,mol_9b039da63aa3710c,"InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3",10.1016/j.jct.2011.11.004,273.5,299.7,26.2,26,9,9,False,True,False
10.1016/j.jct.2011.11.004#d6#p1,mol_12e118695cfaacad,"InChI=1S/C7H18N2/c1-3-9(4-2)7-5-6-8/h3-8H2,1-2H3",10.1016/j.jct.2011.11.004,277.2,305.1,27.9,20,8,4,False,True,False
10.1016/j.jct.2011.11.004#d8#p1,mol_e5ba696e954bd32c,"InChI=1S/C7H18N2/c1-8(2)6-5-7-9(3)4/h5-7H2,1-4H3",10.1016/j.jct.2011.11.004,273.5,323.1,49.6,24,4,13,True,False,False
10.1016/j.jct.2012.01.025#d5#p1,mol_0c4b045ac23695a8,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,10.1016/j.jct.2012.01.025,354.78,404.3,49.52,21,8,5,True,False,False
10.1016/j.jct.2012.02.023#d4#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1016/j.jct.2012.02.023,303.15,303.15,0,1,1,1,False,False,False
10.1016/j.jct.2012.02.039#d1#p1,mol_d2d85289da26a082,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",10.1016/j.jct.2012.02.039,288.15,298.15,10,2,1,1,False,False,False
10.1016/j.jct.2012.02.039#d5#p1,mol_8411a1787a17bdb0,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",10.1016/j.jct.2012.02.039,288.15,288.15,0,1,1,1,False,False,False
10.1016/j.jct.2012.02.039#d9#p1,mol_a6ed1653bde80123,"InChI=1S/C6H14O/c1-3-5-6-7-4-2/h3-6H2,1-2H3",10.1016/j.jct.2012.02.039,288.15,308.15,20,3,1,1,False,False,False
10.1016/j.jct.2012.03.016#d1#p1,mol_583617cfddce87a5,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",10.1016/j.jct.2012.03.016,263.15,283.1955,20.0455,5,1,2,False,True,False
10.1016/j.jct.2012.03.016#d2#p1,mol_024c11ca89792376,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",10.1016/j.jct.2012.03.016,262.99,293.125,30.135,6,1,2,False,True,False
10.1016/j.jct.2012.03.016#d3#p1,mol_896a74ad0b2a7fde,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",10.1016/j.jct.2012.03.016,263.15,283.27,20.12,6,2,2,False,False,False
10.1016/j.jct.2012.03.027#d11#p1,mol_01b986fbe8e4d3e5,"InChI=1S/C9H3F17O/c10-2(11,1-27)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)9(24,25)26/h27H,1H2",10.1016/j.jct.2012.03.027,342.99,351.45,8.46,6,2,3,False,False,False
10.1016/j.jct.2012.03.027#d2#p1,mol_214efcd2971bdb13,"InChI=1S/C7H3F13O/c8-2(9,1-21)3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)20/h21H,1H2",10.1016/j.jct.2012.03.027,275.55,317.87,42.32,18,6,6,True,False,False
10.1016/j.jct.2012.03.027#d7#p1,mol_3d3be792b2873832,"InChI=1S/C8H3F15O/c9-2(10,1-24)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h24H,1H2",10.1016/j.jct.2012.03.027,320.52,339.44,18.92,9,3,3,False,False,False
10.1016/j.jct.2012.04.006#d12#p1,mol_4603750e706845d0,"InChI=1S/C8H9NO2/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5H,9H2,1H3",10.1016/j.jct.2012.04.006,292.33,369.54,77.21,40,12,12,True,False,False
10.1016/j.jct.2012.04.006#d5#p1,mol_6af5d7e3ca0bc16f,"InChI=1S/C8H9NO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,9H2,1H3",10.1016/j.jct.2012.04.006,360.71,428.01,67.3,35,11,11,True,False,False
10.1016/j.jct.2012.04.006#d8#p1,mol_4055100dde2fa368,"InChI=1S/C8H9NO2/c1-11-8(10)6-3-2-4-7(9)5-6/h2-5H,9H2,1H3",10.1016/j.jct.2012.04.006,312,352.74,40.74,24,7,9,True,False,False
10.1016/j.jct.2012.04.029#d1#p1,mol_21a4cd711754eeed,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",10.1016/j.jct.2012.04.029,346.4,346.4,0,1,1,1,False,False,False
10.1016/j.jct.2012.05.003#d10#p1,mol_87af88bbbdeef674,InChI=1S/C13H8O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8H,10.1016/j.jct.2012.05.003,368.125,483.11,114.985,13,4,4,True,False,False
10.1016/j.jct.2012.05.003#d11#p1,mol_87af88bbbdeef674,InChI=1S/C13H8O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8H,10.1016/j.jct.2012.05.003,464.96,493.202,28.242,3,1,2,False,False,False
10.1016/j.jct.2012.05.013#d4#p1,mol_89cd7dc23b3db594,"InChI=1S/C14H18N2/c1-15(2)12-9-5-7-11-8-6-10-13(14(11)12)16(3)4/h5-10H,1-4H3",10.1016/j.jct.2012.05.013,322.96,382.51,59.55,13,4,4,True,False,False
10.1016/j.jct.2012.06.033#d6#p1,mol_c5207e620c9fcfd3,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,10.1016/j.jct.2012.06.033,343.15,363.15,20,3,1,1,False,False,False
10.1016/j.jct.2012.07.005#d1#p1,mol_49187baee97f9d09,"InChI=1S/C6H16N2/c1-3-8(4-2)6-5-7/h3-7H2,1-2H3",10.1016/j.jct.2012.07.005,273.15,363.15,90,11,3,4,True,False,False
10.1016/j.jct.2012.07.005#d2#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1016/j.jct.2012.07.005,273.15,303.15,30,5,2,1,False,False,False
10.1016/j.jct.2012.07.027#d13#p1,mol_da5be87f9b74e1ab,"InChI=1S/C8H7FO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,1H3",10.1016/j.jct.2012.07.027,268.58,344.85,76.27,40,12,13,True,False,False
10.1016/j.jct.2012.07.027#d18#p1,mol_bc8c379cd612f5ed,"InChI=1S/C8H7BrO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,1H3",10.1016/j.jct.2012.07.027,354.73,378.43,23.7,13,4,4,False,False,False
10.1016/j.jct.2012.07.027#d4#p1,mol_de3e3d42cdadcfe7,"InChI=1S/C8H7ClO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,1H3",10.1016/j.jct.2012.07.027,285.3,333.97,48.67,27,8,8,True,False,False
10.1016/j.jct.2012.07.027#d9#p1,mol_6ecc96d11fb736d9,"InChI=1S/C8H7IO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,1H3",10.1016/j.jct.2012.07.027,386.32,406.02,19.7,12,3,5,False,False,False
10.1016/j.jct.2012.09.032#d1#p1,mol_6dc54388549b234e,"InChI=1S/CH4O/c1-2/h2H,1H3",10.1016/j.jct.2012.09.032,282.55,301.45,18.9,3,1,1,False,False,False
10.1016/j.jct.2012.09.032#d2#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1016/j.jct.2012.09.032,295.25,315.05,19.8,3,1,1,False,False,False
10.1016/j.jct.2012.09.032#d3#p1,mol_57ae3fd1e1d200c6,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",10.1016/j.jct.2012.09.032,477.25,493.35,16.1,2,1,1,False,False,False
10.1016/j.jct.2013.01.009#d1#p1,mol_4b509cb5dad13c84,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9-/m0/s1",10.1016/j.jct.2013.01.009,253.19,308.175,54.985,12,4,4,True,True,False
10.1016/j.jct.2013.01.009#d20#p1,mol_bbdd71ed3a3275f5,"InChI=1S/C10H14O/c1-6-4-9(11)8-5-7(6)10(8,2)3/h4,7-8H,5H2,1-3H3/t7-,8+/m0/s1",10.1016/j.jct.2013.01.009,273.655,308.16,34.505,8,3,3,True,True,False
10.1016/j.jct.2013.01.009#d5#p1,mol_a6bd173c68da330b,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3/t8-,9-/m0/s1",10.1016/j.jct.2013.01.009,253.14,308.15,55.01,12,4,4,True,False,False
10.1016/j.jct.2013.01.016#d3#p1,mol_482ca89f7c4d5b22,"InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3",10.1016/j.jct.2013.01.016,380.65,380.65,0,1,1,1,False,False,False
10.1016/j.jct.2013.01.016#d6#p1,mol_b2886aff41709db5,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",10.1016/j.jct.2013.01.016,380.74,380.74,0,1,1,1,False,False,False
10.1016/j.jct.2013.01.016#d9#p1,mol_3147d9e632f76065,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",10.1016/j.jct.2013.01.016,387.87,387.87,0,1,1,1,False,False,False
10.1016/j.jct.2013.03.005#d4#p1,mol_9b7afa095d460867,"InChI=1S/C14H12O/c15-9-14-12-7-3-1-5-10(12)11-6-2-4-8-13(11)14/h1-8,14-15H,9H2",10.1016/j.jct.2013.03.005,362.69,400.3,37.61,20,6,6,True,False,False
10.1016/j.jct.2013.03.020#d1#p1,mol_fab901c0c3251313,"InChI=1S/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3",10.1016/j.jct.2013.03.020,283.15,353.9,70.75,15,6,6,True,True,False
10.1016/j.jct.2013.03.020#d2#p1,mol_b0a1a5dad12236fe,"InChI=1S/C5H13N/c1-5(2)6(3)4/h5H,1-4H3",10.1016/j.jct.2013.03.020,273.15,293.81,20.66,6,2,2,False,False,False
10.1016/j.jct.2013.03.020#d3#p1,mol_0aa38cb71170ee29,"InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",10.1016/j.jct.2013.03.020,273.15,353.15,80,16,4,6,True,True,False
10.1016/j.jct.2013.04.003#d1#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1016/j.jct.2013.04.003,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.jct.2013.04.003#d3#p1,mol_d395bc83f11503fd,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",10.1016/j.jct.2013.04.003,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.jct.2013.05.025#d6#p1,mol_94e6e3bf1a1fa03f,"InChI=1S/C6H10O3/c1-5(7)3-4-6(8)9-2/h3-4H2,1-2H3",10.1016/j.jct.2013.05.025,333.15,413.15,80,17,5,5,True,False,False
10.1016/j.jct.2013.05.047#d12#p1,mol_39442ffdaa2c1862,"InChI=1S/C6H5IO/c7-5-1-3-6(8)4-2-5/h1-4,8H",10.1016/j.jct.2013.05.047,336.93,380.41,43.48,23,7,7,True,False,False
10.1016/j.jct.2013.05.047#d16#p1,mol_582f643aeadf8be3,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",10.1016/j.jct.2013.05.047,275.44,331.02,55.58,29,9,9,True,False,False
10.1016/j.jct.2013.05.047#d4#p1,mol_f6fdbe222c4eecf8,"InChI=1S/C6H5FO/c7-5-1-3-6(8)4-2-5/h1-4,8H",10.1016/j.jct.2013.05.047,291.39,342.84,51.45,27,8,8,True,False,False
10.1016/j.jct.2013.05.047#d8#p1,mol_370b202074e9a40f,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",10.1016/j.jct.2013.05.047,303.2,370.51,67.31,35,11,11,True,False,False
10.1016/j.jct.2013.09.046#d6#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1016/j.jct.2013.09.046,273.15,313.15,40,5,2,2,False,False,False
10.1016/j.jct.2013.09.046#d9#p1,mol_57ae3fd1e1d200c6,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",10.1016/j.jct.2013.09.046,333.15,363.15,30,4,1,1,False,False,False
10.1016/j.jct.2013.10.039#d1#p1,mol_741aa7c2f731c8a3,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",10.1016/j.jct.2013.10.039,273.11,393.15,120.04,20,8,4,True,True,False
10.1016/j.jct.2013.10.039#d2#p1,mol_301d3a83ae1e6ae0,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",10.1016/j.jct.2013.10.039,313.15,333.15,20,4,2,1,False,False,False
10.1016/j.jct.2013.10.039#d3#p1,mol_489f01adfafa1d79,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3",10.1016/j.jct.2013.10.039,313.15,313.15,0,1,1,1,False,False,False
10.1016/j.jct.2013.11.003#d1#p1,mol_45cc3d52a0d8f167,"InChI=1S/C5H6OS/c1-6-5-3-2-4-7-5/h2-4H,1H3",10.1016/j.jct.2013.11.003,278.1,323.7,45.6,20,7,6,True,True,False
10.1016/j.jct.2013.11.003#d2#p1,mol_6b591adbd02d1012,"InChI=1S/C5H6OS/c1-6-5-2-3-7-4-5/h2-4H,1H3",10.1016/j.jct.2013.11.003,278.1,324.7,46.6,17,5,5,True,False,False
10.1016/j.jct.2013.12.033#d1#p1,mol_62b1e6f80fd72085,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,10.1016/j.jct.2013.12.033,273.15,333.15,60,7,2,2,False,False,False
10.1016/j.jct.2013.12.033#d2#p1,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,10.1016/j.jct.2013.12.033,273.15,303.15,30,4,1,1,False,False,False
10.1016/j.jct.2014.01.006#d23#p1,mol_da7d35d05fee4096,InChI=1S/C16H12/c1-2-6-13(7-3-1)16-11-10-14-8-4-5-9-15(14)12-16/h1-12H,10.1016/j.jct.2014.01.006,482.85,482.85,0,1,1,1,False,False,False
10.1016/j.jct.2014.01.006#d8#p1,mol_4446e9b31e59fba3,InChI=1S/C16H12/c1-2-7-13(8-3-1)16-12-6-10-14-9-4-5-11-15(14)16/h1-12H,10.1016/j.jct.2014.01.006,375.005,494.306,119.301,15,6,4,True,False,False
